timestamp,code,side,price,qty,reason,pnl,holding_days,return_pct
2023-02-17,1928.HK,sell,29.0209,15900,signal,105712.7218,78,29.72
2023-02-10,27.HK,buy,54.104,2000,signal,0.0,0,0.0
2023-02-17,27.HK,sell,52.4475,2000,signal,-3313.0985,7,-3.06
2023-01-27,700.HK,buy,410.6102,300,signal,0.0,0,0.0
2023-02-17,700.HK,sell,384.8148,300,signal,-7738.62,21,-6.28
2023-02-03,1810.HK,buy,13.6336,300,signal,0.0,0,0.0
2023-02-22,1810.HK,sell,12.5474,300,signal,-325.8538,19,-7.97
2023-02-03,941.HK,buy,56.6065,2500,signal,0.0,0,0.0
2023-02-22,941.HK,sell,58.941,2500,signal,5836.1269,19,4.12
2023-04-12,941.HK,buy,65.2652,15500,signal,0.0,0,0.0
2023-04-13,941.HK,sell,64.935,15500,signal,-5118.0527,1,-0.51
2023-04-19,941.HK,buy,68.9188,14600,signal,0.0,0,0.0
2023-04-24,941.HK,sell,66.7831,14600,signal,-31181.22,5,-3.1
2023-06-16,1211.HK,buy,91.0243,10600,signal,0.0,0,0.0
2023-06-23,1211.HK,sell,87.7788,10600,signal,-34401.9359,7,-3.57
2023-07-18,1211.HK,buy,88.2882,10600,signal,0.0,0,0.0
2023-07-19,1211.HK,sell,88.578,10600,signal,3071.8855,1,0.33
2023-08-08,1211.HK,buy,88.7553,1700,signal,0.0,0,0.0
2023-08-14,1211.HK,sell,83.1834,1700,signal,-9472.2892,6,-6.28
2023-08-08,1810.HK,buy,12.032,11500,signal,0.0,0,0.0
2023-08-14,1810.HK,sell,11.5884,11500,signal,-5101.6309,6,-3.69
2023-08-08,27.HK,buy,55.6556,2900,signal,0.0,0,0.0
2023-08-14,27.HK,sell,53.6962,2900,signal,-5682.1106,6,-3.52
2023-08-08,3690.HK,buy,141.2411,600,signal,0.0,0,0.0
2023-08-14,3690.HK,sell,132.867,600,signal,-5024.4637,6,-5.93
2023-08-08,388.HK,buy,313.5132,500,signal,0.0,0,0.0
2023-08-14,388.HK,sell,304.8948,500,signal,-4309.2,6,-2.75
2023-08-08,9618.HK,buy,151.6515,600,signal,0.0,0,0.0
2023-08-14,9618.HK,sell,141.2586,600,signal,-6235.7437,6,-6.85
2023-08-08,9988.HK,buy,94.1941,1200,signal,0.0,0,0.0
2023-08-14,9988.HK,sell,92.2077,1200,signal,-2383.6745,6,-2.11
2024-02-26,1928.HK,buy,23.2232,10100,signal,0.0,0,0.0
2024-03-04,1928.HK,sell,22.0279,10100,signal,-12072.0404,7,-5.15
2024-02-26,27.HK,buy,43.4935,5700,signal,0.0,0,0.0
2024-03-04,27.HK,sell,41.958,5700,signal,-8752.0694,7,-3.53
2024-02-26,1398.HK,buy,4.1542,98900,signal,0.0,0,0.0
2024-03-06,1398.HK,sell,4.006,98900,signal,-14653.0108,9,-3.57
2024-03-04,2318.HK,buy,35.5855,3600,signal,0.0,0,0.0
2024-03-06,2318.HK,sell,33.8161,3600,signal,-6369.8427,2,-4.97
2024-03-04,939.HK,buy,4.8849,57600,signal,0.0,0,0.0
2024-03-06,939.HK,sell,4.7952,57600,signal,-5165.5636,2,-1.84
2024-03-04,9988.HK,buy,73.3733,700,signal,0.0,0,0.0
2024-03-06,9988.HK,sell,70.4795,700,signal,-2025.695,2,-3.94
2024-03-11,1398.HK,buy,4.0541,75800,signal,0.0,0,0.0
2024-03-18,1398.HK,sell,3.986,75800,signal,-5157.4457,7,-1.68
2024-03-11,2318.HK,buy,35.3853,3900,signal,0.0,0,0.0
2024-03-18,2318.HK,sell,35.3646,3900,signal,-80.9131,7,-0.06
2024-03-11,3690.HK,buy,86.1361,1100,signal,0.0,0,0.0
2024-03-18,3690.HK,sell,89.3106,1100,signal,3492.0033,7,3.69
2024-03-11,939.HK,buy,4.8749,61100,signal,0.0,0,0.0
2024-03-18,939.HK,sell,4.7852,61100,signal,-5478.2213,7,-1.84
2024-03-25,1211.HK,buy,71.4047,7000,signal,0.0,0,0.0
2024-04-03,1211.HK,sell,67.266,7000,signal,-28970.6667,9,-5.8
2024-04-11,1810.HK,buy,15.5756,12700,signal,0.0,0,0.0
2024-04-17,1810.HK,sell,15.9041,12700,signal,4172.1996,6,2.11
2024-03-25,3690.HK,buy,92.7427,3500,signal,0.0,0,0.0
2024-04-17,3690.HK,sell,99.9,3500,signal,25050.7197,23,7.72
2024-04-11,700.HK,buy,310.1098,900,signal,0.0,0,0.0
2024-04-17,700.HK,sell,301.4982,900,signal,-7750.44,6,-2.78
2024-05-03,941.HK,buy,70.2702,500,signal,0.0,0,0.0
2024-05-10,941.HK,sell,71.2786,500,signal,504.2258,7,1.44
2024-04-25,3690.HK,buy,113.7136,1400,signal,0.0,0,0.0
2024-05-20,3690.HK,sell,124.875,1400,signal,15625.9621,25,9.82
2024-05-21,1211.HK,buy,75.0083,700,signal,0.0,0,0.0
2024-05-27,1211.HK,sell,69.264,700,signal,-4020.9856,6,-7.66
2024-04-25,1810.HK,buy,16.6767,11500,signal,0.0,0,0.0
2024-05-27,1810.HK,sell,18.1818,11500,signal,17309.1205,32,9.03
2024-04-25,9618.HK,buy,110.11,1500,signal,0.0,0,0.0
2024-05-27,9618.HK,sell,118.0818,1500,signal,11957.6954,32,7.24
2024-05-13,2628.HK,buy,11.5515,3100,signal,0.0,0,0.0
2024-05-31,2628.HK,sell,11.3087,3100,signal,-752.8668,18,-2.1
2024-05-10,1398.HK,buy,4.4044,300,signal,0.0,0,0.0
2024-06-03,1398.HK,sell,4.4655,300,signal,18.3389,24,1.39
2024-05-27,2318.HK,buy,41.992,1800,signal,0.0,0,0.0
2024-06-03,2318.HK,sell,40.1598,1800,signal,-3297.87,7,-4.36
2024-05-20,388.HK,buy,297.8976,400,signal,0.0,0,0.0
2024-06-03,388.HK,sell,264.9348,400,signal,-13185.1176,14,-11.07
2024-04-25,700.HK,buy,340.5402,800,signal,0.0,0,0.0
2024-06-03,700.HK,sell,366.4332,800,signal,20714.3805,39,7.6
2024-05-27,939.HK,buy,5.8358,23900,signal,0.0,0,0.0
2024-06-03,939.HK,sell,5.5944,23900,signal,-5770.1775,7,-4.14
2024-06-11,1211.HK,buy,73.4067,3900,signal,0.0,0,0.0
2024-06-18,1211.HK,sell,77.589,3900,signal,16311.0802,7,5.7
2024-05-27,941.HK,buy,73.2732,600,signal,0.0,0,0.0
2024-06-18,941.HK,sell,72.4275,600,signal,-507.4182,22,-1.15
2024-06-25,2382.HK,buy,49.5995,17600,signal,0.0,0,0.0
2024-06-28,2382.HK,sell,47.4525,17600,signal,-37788.0666,3,-4.33
2024-08-21,9988.HK,buy,78.4784,10600,signal,0.0,0,0.0
2024-08-22,9988.HK,sell,81.0189,10600,signal,26929.2677,1,3.24
2024-08-28,1398.HK,buy,4.7848,68400,signal,0.0,0,0.0
2024-09-04,1398.HK,sell,4.2657,68400,signal,-35503.0357,7,-10.85
2024-08-28,1810.HK,buy,18.8188,12200,signal,0.0,0,0.0
2024-09-10,1810.HK,sell,18.6014,12200,signal,-2652.5045,13,-1.16
2024-08-28,9988.HK,buy,79.9799,3800,signal,0.0,0,0.0
2024-09-10,9988.HK,sell,79.92,3800,signal,-227.6258,13,-0.07
2024-09-27,2318.HK,buy,47.2972,400,signal,0.0,0,0.0
2024-10-09,2318.HK,sell,51.3986,400,signal,1640.5203,12,8.67
2024-09-20,3690.HK,buy,135.7356,1100,signal,0.0,0,0.0
2024-10-09,3690.HK,sell,189.2106,1100,signal,58822.4866,19,39.4
2024-09-20,1211.HK,buy,81.6149,3100,signal,0.0,0,0.0
2024-10-16,1211.HK,sell,89.4438,3100,signal,24269.6933,26,9.59
2024-10-09,700.HK,buy,449.449,500,signal,0.0,0,0.0
2024-10-16,700.HK,sell,414.585,500,signal,-17432.0,7,-7.76
2024-09-20,9988.HK,buy,86.086,2500,signal,0.0,0,0.0
2024-10-16,9988.HK,sell,98.4015,2500,signal,30788.75,26,14.31
2024-09-20,1810.HK,buy,19.8198,9300,signal,0.0,0,0.0
2024-10-17,1810.HK,sell,23.0769,9300,signal,30291.0406,27,16.43
2024-10-22,1211.HK,buy,95.5621,2900,signal,0.0,0,0.0
2024-11-04,1211.HK,sell,93.3066,2900,signal,-6541.0437,13,-2.36
2024-11-05,1398.HK,buy,4.7748,56700,signal,0.0,0,0.0
2024-11-12,1398.HK,sell,4.7453,56700,signal,-1673.7829,7,-0.62
2024-10-22,939.HK,buy,6.036,65700,signal,0.0,0,0.0
2024-11-12,939.HK,sell,6.044,65700,signal,520.3427,21,0.13
2024-10-22,1810.HK,buy,24.2742,11100,signal,0.0,0,0.0
2024-11-13,1810.HK,sell,27.972,11100,signal,41045.025,22,15.23
2024-10-29,1928.HK,buy,20.4705,100,signal,0.0,0,0.0
2024-11-13,1928.HK,sell,19.2807,100,signal,-118.9752,15,-5.81
2024-11-12,2628.HK,buy,16.5966,9600,signal,0.0,0,0.0
2024-11-13,2628.HK,sell,15.4246,9600,signal,-11251.3953,1,-7.06
2024-11-12,3690.HK,buy,182.9828,500,signal,0.0,0,0.0
2024-11-13,3690.HK,sell,172.827,500,signal,-5077.9015,1,-5.55
2025-02-05,1398.HK,buy,5.3754,400,signal,0.0,0,0.0
2025-03-05,1398.HK,sell,5.4945,400,signal,47.652,28,2.22
2025-03-05,939.HK,buy,6.6867,400,signal,0.0,0,0.0
2025-03-12,939.HK,sell,6.6234,400,signal,-25.3239,7,-0.95
2025-01-24,1810.HK,buy,34.7847,27500,signal,0.0,0,0.0
2025-03-26,1810.HK,sell,53.4465,27500,signal,513198.125,61,53.65
2025-03-26,939.HK,buy,6.9369,150000,signal,0.0,0,0.0
2025-04-02,939.HK,sell,6.9131,150000,signal,-3577.4628,7,-0.34
2025-03-27,1211.HK,buy,134.134,3100,signal,0.0,0,0.0
2025-04-08,1211.HK,sell,109.1574,3100,signal,-77427.4726,12,-18.62
2025-05-28,1398.HK,buy,5.7057,2000,signal,0.0,0,0.0
2025-07-10,1398.HK,sell,6.1239,2000,signal,836.3406,43,7.33
2025-05-21,388.HK,buy,381.381,3600,signal,0.0,0,0.0
2025-07-10,388.HK,sell,407.592,3600,signal,94359.6,50,6.87
2025-07-17,1398.HK,buy,6.2262,31000,signal,0.0,0,0.0
2025-07-24,1398.HK,sell,6.1339,31000,signal,-2863.1576,7,-1.48
2025-07-11,27.HK,buy,38.8888,7300,signal,0.0,0,0.0
2025-07-24,27.HK,sell,36.9131,7300,signal,-14423.3233,13,-5.08
2025-07-10,1810.HK,buy,57.5575,200,signal,0.0,0,0.0
2025-07-31,1810.HK,sell,54.2457,200,signal,-662.3602,21,-5.75
2025-07-11,2382.HK,buy,75.6756,2000,signal,0.0,0,0.0
2025-07-31,2382.HK,sell,73.8261,2000,signal,-3698.9939,20,-2.44
2025-07-10,939.HK,buy,8.2282,40700,signal,0.0,0,0.0
2025-07-31,939.HK,sell,8.1418,40700,signal,-3515.2854,21,-1.05
2025-07-31,388.HK,buy,428.6282,300,signal,0.0,0,0.0
2025-08-07,388.HK,sell,427.9716,300,signal,-196.9855,7,-0.15
2025-07-31,27.HK,buy,38.038,6800,signal,0.0,0,0.0
2025-08-21,27.HK,sell,39.96,6800,signal,13069.6,21,5.05
2025-08-21,388.HK,buy,445.445,600,signal,0.0,0,0.0
2025-08-28,388.HK,sell,445.554,600,signal,65.4,7,0.02
2025-07-11,1928.HK,buy,19.1992,12100,signal,0.0,0,0.0
2025-09-04,1928.HK,sell,19.9301,12100,signal,8843.5325,55,3.81
2025-07-11,2318.HK,buy,51.7517,5200,signal,0.0,0,0.0
2025-09-04,2318.HK,sell,57.0429,5200,signal,27514.2281,55,10.22
2025-08-14,2382.HK,buy,81.8818,2300,signal,0.0,0,0.0
2025-09-04,2382.HK,sell,79.92,2300,signal,-4512.147,21,-2.4
2025-07-24,2628.HK,buy,21.6716,8700,signal,0.0,0,0.0
2025-09-04,2628.HK,sell,23.3167,8700,signal,14311.5916,42,7.59
2025-08-28,27.HK,buy,40.6206,900,signal,0.0,0,0.0
2025-09-18,27.HK,sell,41.1588,900,signal,484.397,21,1.32
2025-09-11,1928.HK,buy,20.4204,15000,signal,0.0,0,0.0
2025-09-25,1928.HK,sell,21.3386,15000,signal,13773.6149,14,4.5
2025-09-11,2382.HK,buy,80.2802,3000,signal,0.0,0,0.0
2025-09-25,2382.HK,sell,85.7142,3000,signal,16302.0183,14,6.77
2025-09-25,27.HK,buy,41.8618,11700,signal,0.0,0,0.0
2025-10-03,27.HK,sell,42.5174,11700,signal,7670.7736,8,1.57
2025-08-01,700.HK,buy,552.0515,500,signal,0.0,0,0.0
2025-10-13,700.HK,sell,629.37,500,signal,38659.25,73,14.01
2025-09-25,9618.HK,buy,135.6355,2600,signal,0.0,0,0.0
2025-10-13,9618.HK,sell,127.6722,2600,signal,-20704.5721,18,-5.87
2025-09-11,9988.HK,buy,141.0409,1300,signal,0.0,0,0.0
2025-10-13,9988.HK,sell,158.841,1300,signal,23140.1379,32,12.62
2026-01-09,2318.HK,buy,70.4203,13500,signal,0.0,0,0.0
2026-01-23,2318.HK,sell,67.7821,13500,signal,-35615.7,14,-3.75
2026-01-23,388.HK,buy,430.43,2100,signal,0.0,0,0.0
2026-01-30,388.HK,sell,437.562,2100,signal,14977.2,7,1.66
2026-01-30,27.HK,buy,40.5405,300,signal,0.0,0,0.0
2026-02-06,27.HK,sell,42.1578,300,signal,485.1902,7,3.99
2026-01-30,9988.HK,buy,170.17,2700,signal,0.0,0,0.0
2026-02-06,9988.HK,sell,153.3465,2700,signal,-45423.45,7,-9.89
2026-02-06,1398.HK,buy,6.4364,71300,signal,0.0,0,0.0
2026-02-13,1398.HK,sell,6.4635,71300,signal,1932.2273,7,0.42
2026-02-09,2318.HK,buy,71.8718,5900,signal,0.0,0,0.0
2026-02-25,2318.HK,sell,70.3296,5900,signal,-9098.989,16,-2.15
2026-01-09,2628.HK,buy,31.1311,20000,signal,0.0,0,0.0
2026-02-25,2628.HK,sell,32.5474,20000,signal,28326.4289,47,4.55
2026-02-13,27.HK,buy,42.3623,10800,signal,0.0,0,0.0
2026-02-27,27.HK,sell,41.2587,10800,signal,-11919.1009,14,-2.61
